Destination_ID,Destination_Name,Latitude,Longitude,Type,Popularity_Score,Average_Rating,Number_of_Reviews,Climate,Accessibility_Score,Nearby_Attractions_Count,Description_Text
4115,Fiji,-17.18422,178.67739,Island,0.565,4.99,2702,Hot,0.67,0,Popular destination featuring friendly locals.
4116,Amsterdam,52.53897,5.34873,City,0.087,3.77,325,Temperate,0.869,3,Famous for its adventure sports.
4117,Taj Mahal,26.47335,78.41393,Historic Site,0.162,4.66,1190,Temperate,0.855,7,Offers a family-friendly atmosphere.
4118,Berlin,52.39616,13.16665,City,0.22,3.73,800,Cold,0.797,4,Offers a romantic escape.
4119,Bangkok,13.60578,101.36574,City,0.322,3.19,1497,Hot,0.665,3,A hot city known for its beautiful beaches.
4120,New York,40.58019,-74.78157,City,0.465,4.1,2336,Temperate,0.784,0,Offers a perfect getaway.
4121,Machu Picchu,-12.93797,-72.68255,Historic Site,0.468,4.09,2197,Hot,0.599,6,Famous for its peaceful environment.
4122,Rome,42.18762,12.67467,City,0.24,4.38,1263,Hot,0.894,7,Offers a family-friendly atmosphere.
4123,Serengeti,-2.19456,35.13099,National Park,0.136,4.21,490,Cold,0.573,1,A cold national park known for its rich history.
4124,Pyramids of Giza,29.96395,30.47019,Historic Site,0.375,4.29,1703,Temperate,0.523,6,Popular destination featuring amazing food.
4125,Sydney,-34.41544,151.53022,City,0.415,3.81,2052,Hot,0.615,2,Famous for its peaceful environment.
4126,Paris,48.87431,2.90614,City,0.056,4.2,241,Hot,0.706,4,Offers a family-friendly atmosphere.
4127,Himalayas,28.00362,86.99491,Mountain,0.477,3.64,2274,Temperate,0.837,1,Offers a romantic escape.
4128,Cape Town,-34.23367,18.12784,City,0.106,4.01,571,Temperate,0.588,2,Offers a perfect getaway.
4129,New York,41.38205,-73.51199,City,0.241,3.44,1336,Hot,0.48,5,A hot city known for its rich history.
4130,Lisbon,38.57308,-8.80236,City,0.126,3.67,738,Temperate,0.548,4,Offers a memorable vacation.
4131,Angkor Wat,14.07355,103.9245,Historic Site,0.446,4.31,1847,Cold,0.778,3,Famous for its lush landscapes.
4132,Sydney,-34.46302,151.47859,City,0.441,3.79,2243,Cold,0.689,5,A cold city known for its vibrant culture.
4133,Ibiza,39.40669,1.59297,Beach,0.431,4.34,2508,Hot,0.713,1,Offers a romantic escape.
4134,Moscow,56.40902,38.29987,City,0.163,4.76,836,Hot,0.769,7,A hot city known for its stunning views.
4135,London,51.32431,-0.53488,City,0.43,4.25,1837,Cold,0.807,5,Popular destination featuring unique wildlife.
4136,Phuket,8.70795,98.2828,Beach,0.476,4.07,2436,Temperate,1.0,0,Offers a memorable vacation.
4137,Fiji,-17.46586,178.08612,Island,0.212,4.62,1012,Temperate,0.693,0,Offers a romantic escape.
4138,Banff,52.16985,-115.66416,National Park,0.177,4.59,823,Temperate,0.915,1,Famous for its breathtaking sunsets.
4139,Great Wall of China,40.79962,116.59175,Historic Site,0.211,3.63,1251,Temperate,0.409,5,Famous for its adventure sports.
4140,Bali,-8.21705,114.25085,Island,0.21,4.54,976,Temperate,0.576,0,Popular destination featuring friendly locals.
4141,Berlin,52.3307,12.95561,City,0.258,3.65,1185,Cold,0.915,6,Famous for its lush landscapes.
4142,London,51.77308,0.37817,City,0.272,3.7,1195,Cold,0.832,4,Famous for its breathtaking sunsets.
4143,Ibiza,38.22676,0.37408,Beach,0.688,3.4,3544,Hot,0.973,4,A hot beach known for its vibrant culture.
4144,Toronto,43.42948,-79.38922,City,0.207,4.32,994,Cold,0.905,7,Famous for its breathtaking sunsets.
4145,Colosseum,41.68663,12.43681,Historic Site,0.303,4.82,1568,Hot,0.843,7,Popular destination featuring unique wildlife.
4146,Sydney,-33.758,151.61642,City,0.27,4.94,1168,Temperate,0.793,5,A temperate city known for its vibrant culture.
4147,Taj Mahal,27.91251,78.87355,Historic Site,0.172,3.8,931,Hot,0.572,3,Famous for its lush landscapes.
4148,Swiss Alps,46.4923,9.90331,Mountain,0.276,4.82,1321,Temperate,1.0,2,Famous for its artistic heritage.
4149,Swiss Alps,47.80223,10.15374,Mountain,0.35,4.13,1873,Temperate,0.822,2,A temperate mountain known for its rich history.
4150,Ibiza,38.67077,1.92695,Beach,0.226,3.09,1340,Temperate,0.888,0,Offers a perfect getaway.
4151,Fiji,-18.23505,179.07694,Island,0.298,3.79,1283,Temperate,0.671,2,Popular destination featuring friendly locals.
4152,Yellowstone,44.42016,-110.28336,National Park,0.594,3.53,3003,Temperate,0.981,1,Popular destination featuring historic landmarks.
4153,Yosemite,38.39927,-119.60887,National Park,0.73,3.65,3507,Temperate,0.66,0,Offers a unique travel experience.
4154,Cancun,21.12603,-86.62127,Beach,0.097,3.09,205,Temperate,0.734,2,Offers a romantic escape.
4155,Phuket,7.58668,99.48896,Beach,0.656,4.53,3151,Temperate,0.991,1,Popular destination featuring historic landmarks.
4156,Bangkok,13.9673,100.50282,City,0.22,3.89,923,Temperate,0.782,5,A temperate city known for its stunning views.
4157,Maldives,3.20954,73.96149,Island,0.433,3.06,2145,Hot,0.786,4,A hot island known for its beautiful beaches.
4158,Machu Picchu,-12.55897,-72.47869,Historic Site,0.596,4.08,3037,Temperate,0.705,4,Famous for its artistic heritage.
4159,Buenos Aires,-34.55223,-58.90962,City,0.361,3.69,2041,Temperate,0.673,6,Popular destination featuring amazing food.
4160,Lisbon,38.77995,-9.33175,City,0.149,4.06,874,Hot,0.472,6,Offers a perfect getaway.
4161,Amazon Rainforest,-4.02943,-61.72415,Forest,0.588,4.63,2788,Cold,0.727,2,Famous for its breathtaking sunsets.
4162,Mount Fuji,35.72876,138.93216,Mountain,0.141,4.5,675,Cold,0.582,1,Popular destination featuring scenic trails.
4163,Paris,49.53901,2.82754,City,0.279,3.4,1424,Hot,0.878,3,Popular destination featuring amazing food.
4164,Bangkok,13.87559,101.00069,City,0.352,4.13,1758,Temperate,0.873,6,Popular destination featuring scenic trails.
4165,Berlin,51.91855,13.72071,City,0.566,3.95,3029,Temperate,0.566,6,Famous for its breathtaking sunsets.
4166,Cape Town,-35.37109,18.51425,City,0.099,3.05,386,Cold,0.445,9,Popular destination featuring unique wildlife.
4167,Paris,48.67883,2.24669,City,0.381,4.53,2031,Cold,0.838,2,Offers a romantic escape.
4168,Cape Town,-33.35724,18.93402,City,0.168,3.91,741,Cold,0.713,7,Popular destination featuring scenic trails.
4169,Yosemite,37.04443,-119.76009,National Park,0.204,3.59,1034,Cold,0.778,2,Famous for its breathtaking sunsets.
4170,Cape Town,-33.83207,18.73497,City,0.585,4.51,3120,Temperate,0.967,6,Popular destination featuring scenic trails.
4171,Paris,48.43444,2.50464,City,0.232,4.0,1328,Cold,0.746,5,Popular destination featuring friendly locals.
4172,Sydney,-33.75187,151.5453,City,0.789,4.27,3952,Hot,0.673,0,Famous for its adventure sports.
4173,Taj Mahal,27.4652,77.97961,Historic Site,0.145,4.04,839,Temperate,0.618,5,Offers a unique travel experience.
4174,Grand Canyon,36.16096,-111.59015,National Park,0.188,3.78,804,Cold,0.685,1,A cold national park known for its vibrant culture.
4175,Taj Mahal,26.55077,78.4059,Historic Site,0.399,4.27,1776,Cold,0.74,2,Famous for its breathtaking sunsets.
4176,Serengeti,-1.81311,35.49969,National Park,0.609,3.74,3206,Cold,0.748,1,Offers a family-friendly atmosphere.
4177,Lisbon,38.58113,-9.15587,City,0.356,3.61,1921,Hot,0.736,3,Popular destination featuring historic landmarks.
4178,Moscow,56.01094,37.25924,City,0.465,3.96,2558,Temperate,0.595,4,Famous for its breathtaking sunsets.
4179,Singapore,0.3067,103.47618,City,0.64,3.55,3447,Hot,0.568,5,Popular destination featuring amazing food.
4180,Amazon Rainforest,-3.89355,-61.79206,Forest,0.11,3.76,525,Cold,0.512,2,A cold forest known for its tranquil nature.
4181,Machu Picchu,-12.97902,-73.33224,Historic Site,0.205,4.33,1100,Hot,0.931,7,Offers a perfect getaway.
4182,New York,40.65594,-74.31795,City,0.487,4.04,2533,Temperate,0.651,6,A temperate city known for its beautiful beaches.
4183,Dubai Desert,24.15702,55.051,Desert,0.363,4.11,1920,Hot,0.787,1,A hot desert known for its beautiful beaches.
4184,Maldives,3.58542,74.14491,Island,0.371,4.66,1764,Hot,0.918,3,Popular destination featuring friendly locals.
4185,Bali,-8.83589,116.02495,Island,0.199,3.89,1177,Hot,0.528,1,Offers a memorable vacation.
4186,Maui,20.34004,-156.86009,Island,0.204,3.64,651,Hot,0.848,0,Offers a romantic escape.
4187,Himalayas,28.03554,87.58933,Mountain,0.503,4.44,2669,Temperate,0.639,3,Popular destination featuring unique wildlife.
4188,Maui,19.77957,-156.25585,Island,0.26,3.41,1236,Temperate,0.676,0,Famous for its adventure sports.
4189,Patagonia,-49.50604,-73.22966,Mountain,0.242,4.04,1175,Cold,0.876,0,Offers a unique travel experience.
4190,Buenos Aires,-34.57558,-58.86363,City,0.287,4.38,1490,Cold,0.597,4,Popular destination featuring scenic trails.
4191,Singapore,1.04819,104.30721,City,0.278,4.25,1560,Hot,0.79,6,Offers a memorable vacation.
4192,Cancun,21.12064,-87.26933,Beach,0.32,4.07,1506,Temperate,0.782,3,Offers a unique travel experience.
4193,Mount Fuji,34.739,138.11772,Mountain,0.309,4.98,1317,Cold,0.753,1,Popular destination featuring historic landmarks.
4194,Lisbon,38.97322,-9.5044,City,0.416,4.16,1931,Hot,0.749,4,Offers a perfect getaway.
4195,Stonehenge,51.74869,-1.42207,Historic Site,0.136,4.13,766,Hot,0.654,2,Famous for its artistic heritage.
4196,Barcelona,40.40201,2.73277,City,0.072,4.3,436,Cold,0.66,4,Popular destination featuring historic landmarks.
4197,Singapore,0.59403,104.54035,City,0.23,4.35,1141,Temperate,0.706,2,Popular destination featuring scenic trails.
4198,Buenos Aires,-34.0671,-58.47982,City,0.435,4.07,1881,Temperate,0.677,5,Popular destination featuring amazing food.
4199,Paris,49.28636,2.39865,City,0.147,3.65,810,Hot,0.776,5,A hot city known for its stunning views.
4200,Rocky Mountains,38.5788,-106.11804,Mountain,0.267,4.23,1430,Temperate,0.402,3,A temperate mountain known for its stunning views.
4201,Galápagos Islands,-0.49192,-90.68075,Island,0.283,4.03,1351,Hot,0.702,2,Popular destination featuring historic landmarks.
4202,Maldives,3.50931,72.97201,Island,0.394,4.1,1694,Temperate,0.743,2,Popular destination featuring unique wildlife.
4203,Pyramids of Giza,30.19686,31.35929,Historic Site,0.249,4.31,1431,Cold,0.786,6,Famous for its adventure sports.
4204,Serengeti,-2.54816,35.15762,National Park,0.333,3.93,1464,Temperate,0.82,3,Popular destination featuring scenic trails.
4205,Amazon Rainforest,-3.47795,-62.88142,Forest,0.262,4.36,1479,Cold,0.771,0,A cold forest known for its vibrant culture.
4206,Cape Town,-34.08757,18.52722,City,0.542,3.91,2621,Hot,0.671,7,Famous for its breathtaking sunsets.
4207,Amazon Rainforest,-3.85406,-62.30584,Forest,0.169,3.69,1120,Cold,0.3,2,Popular destination featuring scenic trails.
4208,Sydney,-34.31872,150.91442,City,0.251,3.48,1234,Hot,0.452,5,Popular destination featuring unique wildlife.
4209,Paris,48.86337,2.44831,City,0.344,4.0,1708,Cold,0.696,6,Offers a romantic escape.
4210,Pyramids of Giza,29.4232,31.49457,Historic Site,0.508,3.88,2824,Cold,0.911,4,A cold historic site known for its beautiful beaches.
4211,Venice,45.98195,12.74543,City,0.52,4.12,2164,Temperate,0.637,4,Offers a memorable vacation.
4212,Bali,-9.24225,115.11436,Island,0.322,3.9,1602,Temperate,0.567,2,Offers a family-friendly atmosphere.
4213,Yosemite,38.24502,-119.6241,National Park,0.312,3.98,1623,Temperate,0.594,2,Popular destination featuring scenic trails.
4214,Stonehenge,52.33822,-1.2765,Historic Site,0.351,4.17,1733,Cold,0.784,6,Offers a memorable vacation.
4215,Mount Fuji,35.49165,138.82247,Mountain,0.524,4.64,2718,Cold,0.373,1,Offers a memorable vacation.
4216,Ibiza,38.3888,2.23928,Beach,0.15,2.95,764,Hot,0.578,3,Offers a family-friendly atmosphere.
4217,Cancun,21.83617,-87.48034,Beach,0.346,3.57,1754,Temperate,0.73,1,Popular destination featuring historic landmarks.
4218,Fiji,-18.28781,177.44398,Island,0.384,5.0,2158,Temperate,0.603,2,Popular destination featuring scenic trails.
4219,Himalayas,28.52355,87.56955,Mountain,0.246,4.84,1420,Temperate,0.741,2,Popular destination featuring unique wildlife.
4220,Bora Bora,-16.1213,-152.06931,Island,0.312,3.67,1437,Hot,0.672,2,Offers a romantic escape.
4221,Yosemite,38.199,-119.35819,National Park,0.077,2.95,342,Cold,0.77,2,Offers a romantic escape.
4222,Phuket,7.12978,98.68655,Beach,0.092,3.75,381,Temperate,0.59,3,Famous for its adventure sports.
4223,Venice,45.5977,12.23632,City,0.462,3.53,2103,Cold,0.798,5,Famous for its breathtaking sunsets.
4224,Rome,41.98005,12.32116,City,0.378,3.56,1812,Temperate,0.794,7,Popular destination featuring scenic trails.
4225,Patagonia,-49.05702,-73.33749,Mountain,0.122,4.16,643,Temperate,0.669,1,Famous for its peaceful environment.
4226,Barcelona,41.70379,2.29197,City,0.292,4.4,1485,Cold,0.642,3,Famous for its breathtaking sunsets.
4227,Rocky Mountains,39.02168,-105.98349,Mountain,0.099,3.87,456,Cold,0.76,0,A cold mountain known for its stunning views.
4228,Serengeti,-2.73329,34.21273,National Park,0.292,2.81,1392,Temperate,0.821,3,Offers a memorable vacation.
4229,Himalayas,27.87305,86.66655,Mountain,0.227,3.98,1142,Cold,0.678,1,A cold mountain known for its beautiful beaches.
4230,Amazon Rainforest,-3.29593,-62.23819,Forest,0.373,4.81,1630,Temperate,0.814,0,A temperate forest known for its tranquil nature.
4231,Galápagos Islands,-2.08295,-91.24298,Island,0.393,4.12,1732,Hot,0.634,0,Offers a romantic escape.
4232,Colosseum,41.65417,12.58973,Historic Site,0.472,4.16,2134,Hot,0.692,4,A hot historic site known for its vibrant culture.
4233,Ibiza,39.56556,1.85832,Beach,0.318,4.46,1714,Temperate,0.624,1,Popular destination featuring amazing food.
4234,Bali,-9.37458,115.14245,Island,0.395,3.8,2172,Hot,0.697,2,Popular destination featuring historic landmarks.
4235,Tokyo,35.86302,140.18849,City,0.342,3.78,1520,Hot,0.889,6,Famous for its breathtaking sunsets.
4236,Istanbul,41.24585,28.20695,City,0.487,3.91,2816,Temperate,0.772,2,Offers a romantic escape.
4237,Santorini,36.11457,25.26223,Island,0.332,3.22,1764,Hot,0.514,1,Offers a unique travel experience.
4238,Grand Canyon,35.61117,-111.91845,National Park,0.419,2.82,2192,Temperate,0.829,0,Famous for its artistic heritage.
4239,Bali,-8.47334,114.27067,Island,0.182,4.67,882,Temperate,0.747,1,Offers a romantic escape.
4240,Toronto,43.59192,-79.30757,City,0.169,4.27,795,Temperate,0.633,4,Famous for its peaceful environment.
4241,Maldives,3.07648,72.33695,Island,0.355,4.25,1739,Hot,0.996,2,Offers a romantic escape.
4242,Maui,20.5746,-156.51099,Island,0.319,4.84,1618,Hot,0.524,2,Popular destination featuring historic landmarks.
4243,Stonehenge,51.89842,-1.29579,Historic Site,0.246,4.19,1114,Temperate,0.897,2,Offers a family-friendly atmosphere.
4244,Toronto,43.25497,-79.07469,City,0.261,4.52,1031,Temperate,0.568,2,Popular destination featuring unique wildlife.
4245,Singapore,0.00926,104.24088,City,0.417,4.03,2425,Hot,0.932,3,Offers a romantic escape.
4246,Paris,49.411,2.96691,City,0.323,3.21,1773,Cold,0.535,2,Offers a memorable vacation.
4247,Amazon Rainforest,-4.50304,-62.45375,Forest,0.278,4.05,1557,Temperate,0.77,1,Famous for its adventure sports.
4248,Mount Fuji,35.51042,137.73528,Mountain,0.325,4.06,1541,Temperate,0.616,2,A temperate mountain known for its beautiful beaches.
4249,Santorini,36.1841,26.3875,Island,0.031,4.15,353,Hot,0.74,3,Offers a unique travel experience.
4250,Yellowstone,44.4512,-111.10555,National Park,0.169,4.31,913,Temperate,0.584,1,Famous for its artistic heritage.
4251,Istanbul,40.91736,28.98159,City,0.408,4.35,1932,Cold,0.95,8,Offers a family-friendly atmosphere.
4252,Los Angeles,33.624,-118.85645,City,0.384,3.93,1852,Cold,0.746,2,Famous for its lush landscapes.
4253,Colosseum,41.84053,11.86431,Historic Site,0.196,4.38,682,Temperate,0.89,3,A temperate historic site known for its stunning views.
4254,Bali,-8.6264,115.22637,Island,0.188,3.91,907,Hot,0.844,1,Famous for its peaceful environment.
4255,Tokyo,35.42185,139.13949,City,0.244,4.35,1474,Cold,0.557,1,A cold city known for its rich history.
4256,Stonehenge,51.33709,-0.8994,Historic Site,0.186,3.94,509,Hot,0.544,2,Famous for its peaceful environment.
4257,Los Angeles,33.26234,-118.60613,City,0.413,4.16,2165,Hot,0.93,3,Popular destination featuring scenic trails.
4258,Los Angeles,34.27338,-118.71701,City,0.645,3.4,3345,Temperate,0.551,9,A temperate city known for its tranquil nature.
4259,Rome,40.95711,11.73775,City,0.182,4.58,956,Hot,0.701,3,Famous for its lush landscapes.
4260,Bangkok,13.95184,100.3974,City,0.372,4.0,1742,Temperate,0.585,6,Popular destination featuring amazing food.
4261,Himalayas,28.21527,87.86328,Mountain,0.622,3.08,3546,Cold,0.922,1,A cold mountain known for its vibrant culture.
4262,Rocky Mountains,40.17179,-105.08624,Mountain,0.031,5.0,470,Cold,0.681,3,Famous for its lush landscapes.
4263,Maui,19.83734,-156.08011,Island,0.278,4.43,923,Temperate,0.653,1,A temperate island known for its beautiful beaches.
4264,Great Wall of China,40.76297,117.25932,Historic Site,0.27,3.89,1284,Cold,0.787,5,A cold historic site known for its stunning views.
4265,Barcelona,41.4658,2.99183,City,0.348,3.49,1462,Temperate,0.87,3,Popular destination featuring unique wildlife.
4266,Grand Canyon,36.26486,-112.26283,National Park,0.176,3.72,1051,Cold,0.772,2,Popular destination featuring scenic trails.
4267,Mount Fuji,35.24135,138.02938,Mountain,0.315,4.14,1299,Temperate,0.604,1,Offers a memorable vacation.
4268,Berlin,52.71968,13.6219,City,0.185,4.34,818,Temperate,0.591,7,Offers a unique travel experience.
4269,Santorini,35.95583,25.81003,Island,0.446,3.96,1963,Temperate,0.724,3,Popular destination featuring scenic trails.
4270,Dubai Desert,25.05872,55.82395,Desert,0.291,3.84,1162,Hot,0.636,1,A hot desert known for its stunning views.
4271,Swiss Alps,47.17532,9.64939,Mountain,0.397,3.75,1822,Cold,0.609,2,A cold mountain known for its vibrant culture.
4272,Cancun,20.9755,-87.38972,Beach,0.4,4.14,1834,Hot,0.544,1,A hot beach known for its stunning views.
4273,Buenos Aires,-35.61781,-57.99169,City,0.182,4.21,863,Cold,0.525,8,Offers a family-friendly atmosphere.
4274,London,50.74111,-1.24607,City,0.586,4.14,2815,Temperate,0.576,4,Popular destination featuring friendly locals.
4275,Cape Town,-34.36351,19.02793,City,0.131,4.5,477,Cold,0.756,3,Popular destination featuring scenic trails.
4276,Dubai Desert,25.06144,55.08388,Desert,0.155,3.46,521,Hot,0.662,1,A hot desert known for its beautiful beaches.
4277,Chicago,42.05588,-87.58738,City,0.044,5.0,474,Cold,0.732,2,A cold city known for its beautiful beaches.
4278,Singapore,0.67393,104.40082,City,0.218,3.43,1177,Temperate,0.871,8,Famous for its artistic heritage.
4279,Tokyo,35.45213,139.97274,City,0.184,4.66,942,Cold,0.647,5,A cold city known for its rich history.
4280,Buenos Aires,-34.97202,-58.17397,City,0.311,5.0,1356,Temperate,0.753,5,Offers a unique travel experience.
4281,Phuket,7.3676,98.22363,Beach,0.042,4.97,43,Temperate,0.894,2,A temperate beach known for its rich history.
4282,Serengeti,-3.32279,34.64775,National Park,0.326,3.64,1569,Cold,0.994,1,Famous for its breathtaking sunsets.
4283,Moscow,55.5147,37.63172,City,0.066,3.43,10,Hot,0.89,6,Offers a memorable vacation.
4284,Pyramids of Giza,30.44039,31.54983,Historic Site,0.241,3.37,1707,Temperate,0.503,4,Offers a memorable vacation.
4285,Yosemite,37.90213,-119.45535,National Park,0.442,4.17,2073,Temperate,0.773,2,Popular destination featuring unique wildlife.
4286,Taj Mahal,26.75367,78.6735,Historic Site,0.377,4.52,1980,Cold,0.773,3,Offers a memorable vacation.
4287,Maldives,3.24924,73.05564,Island,0.244,3.67,1368,Hot,0.549,0,A hot island known for its vibrant culture.
4288,Cancun,20.7693,-86.4098,Beach,0.547,3.79,2685,Hot,0.5,2,Offers a romantic escape.
4289,Los Angeles,33.41842,-118.4187,City,0.161,4.02,947,Cold,0.521,4,Popular destination featuring amazing food.
4290,Ibiza,39.17186,2.04175,Beach,0.16,4.14,578,Hot,0.536,2,Offers a family-friendly atmosphere.
4291,Amazon Rainforest,-3.28651,-62.32654,Forest,0.077,3.11,626,Cold,0.597,3,Offers a memorable vacation.
4292,Banff,51.48477,-116.28517,National Park,0.178,4.19,1159,Temperate,0.724,1,A temperate national park known for its vibrant culture.
4293,Santorini,37.31178,25.8222,Island,0.197,3.72,1004,Hot,0.879,1,A hot island known for its stunning views.
4294,Paris,48.41934,1.86876,City,0.36,4.59,1773,Hot,0.709,3,Popular destination featuring amazing food.
4295,Himalayas,27.69705,86.61812,Mountain,0.41,4.1,2231,Cold,0.826,1,Famous for its breathtaking sunsets.
4296,Colosseum,42.19243,12.78929,Historic Site,0.223,4.68,1119,Temperate,0.709,6,Offers a unique travel experience.
4297,Fiji,-17.80263,178.3058,Island,0.451,3.65,2417,Temperate,0.825,3,A temperate island known for its stunning views.
4298,Great Wall of China,39.42204,116.71841,Historic Site,0.16,4.01,964,Cold,0.649,8,Famous for its artistic heritage.
4299,Chicago,41.67737,-87.7799,City,0.112,2.49,508,Cold,0.89,2,Offers a memorable vacation.
4300,Mount Fuji,34.55145,139.28551,Mountain,0.626,4.52,2971,Temperate,0.923,1,Popular destination featuring friendly locals.
4301,Fiji,-17.86942,178.30619,Island,0.366,3.62,2080,Hot,1.0,1,Popular destination featuring friendly locals.
4302,Buenos Aires,-34.50498,-58.58082,City,0.536,4.07,2642,Temperate,0.928,6,Famous for its breathtaking sunsets.
4303,Bangkok,13.33335,100.13969,City,0.137,3.65,712,Hot,0.64,4,Popular destination featuring friendly locals.
4304,Santorini,36.85814,25.43856,Island,0.524,3.08,2416,Hot,0.719,3,A hot island known for its rich history.
4305,Dubai Desert,24.91841,55.22861,Desert,0.406,3.76,2043,Hot,0.635,0,Offers a memorable vacation.
4306,Paris,48.53151,2.65966,City,0.244,3.63,1081,Hot,0.677,3,Popular destination featuring historic landmarks.
4307,Venice,45.35354,11.8794,City,0.5,4.36,2452,Temperate,0.83,6,Famous for its artistic heritage.
4308,Angkor Wat,14.36207,104.23346,Historic Site,0.509,4.7,2830,Temperate,0.679,3,A temperate historic site known for its vibrant culture.
4309,New York,40.45646,-73.79844,City,0.134,2.82,402,Temperate,1.0,7,A temperate city known for its rich history.
4310,Yosemite,37.57364,-120.28252,National Park,0.189,4.96,1021,Temperate,0.469,1,Famous for its artistic heritage.
4311,Himalayas,27.59736,86.71147,Mountain,0.299,4.26,1358,Cold,0.589,2,A cold mountain known for its stunning views.
4312,Istanbul,40.6828,28.64921,City,0.142,4.23,1115,Hot,0.663,6,A hot city known for its vibrant culture.
4313,Dubai Desert,25.87705,54.86667,Desert,0.27,4.29,1092,Hot,0.632,1,Famous for its lush landscapes.
4314,Santorini,36.00348,24.54505,Island,0.083,3.58,418,Temperate,0.445,3,Popular destination featuring scenic trails.
4315,Pyramids of Giza,30.34572,31.15557,Historic Site,0.286,4.49,1691,Temperate,0.77,6,Popular destination featuring unique wildlife.
4316,Yellowstone,44.53404,-110.36502,National Park,0.188,3.38,623,Cold,0.673,2,Offers a family-friendly atmosphere.
4317,Galápagos Islands,-0.09088,-90.99804,Island,0.247,3.33,1151,Hot,0.914,3,Offers a memorable vacation.
4318,Buenos Aires,-33.44566,-57.84516,City,0.375,4.16,2160,Cold,0.48,4,Offers a memorable vacation.
4319,Dubai Desert,24.62327,55.81752,Desert,0.602,3.92,2928,Hot,0.699,2,Famous for its adventure sports.
4320,Santorini,36.24908,26.17995,Island,0.374,4.25,1839,Temperate,0.5,3,Offers a memorable vacation.
4321,Venice,46.12793,12.92844,City,0.427,4.01,2470,Temperate,0.699,6,Famous for its adventure sports.
4322,Stonehenge,51.59063,-2.73268,Historic Site,0.131,4.51,502,Temperate,0.847,4,Offers a family-friendly atmosphere.
4323,Istanbul,41.03978,28.51653,City,0.27,4.46,1181,Temperate,0.739,2,Famous for its adventure sports.
4324,Taj Mahal,26.69196,77.17196,Historic Site,0.145,4.78,784,Hot,0.217,5,Famous for its artistic heritage.
4325,Istanbul,41.40178,27.84023,City,0.167,3.13,1095,Cold,0.717,2,Popular destination featuring unique wildlife.
4326,Rome,41.6734,12.8395,City,0.261,3.8,1522,Cold,0.805,3,Offers a memorable vacation.
4327,Berlin,52.49885,14.07978,City,0.118,3.62,729,Temperate,0.768,10,Offers a unique travel experience.
4328,Mount Fuji,35.45748,139.78742,Mountain,0.479,3.86,2224,Cold,0.82,1,Popular destination featuring historic landmarks.
4329,Phuket,8.46834,98.90677,Beach,0.374,4.09,1929,Hot,0.855,2,Popular destination featuring friendly locals.
4330,Banff,51.16446,-115.45223,National Park,0.096,3.88,293,Temperate,0.552,4,Popular destination featuring amazing food.
4331,Venice,45.41257,12.9177,City,0.366,4.65,1471,Hot,0.674,2,A hot city known for its tranquil nature.
4332,Phuket,7.1804,98.60812,Beach,0.024,4.02,10,Temperate,0.523,1,A temperate beach known for its tranquil nature.
4333,Berlin,52.82965,13.55671,City,0.292,3.65,1600,Hot,0.68,5,A hot city known for its vibrant culture.
4334,Mount Fuji,35.18052,138.16233,Mountain,0.498,3.43,2455,Cold,0.913,1,Famous for its lush landscapes.
4335,Yosemite,38.20001,-119.5194,National Park,0.12,3.11,803,Temperate,0.706,1,A temperate national park known for its tranquil nature.
4336,Fiji,-17.71866,178.30731,Island,0.485,4.27,2090,Temperate,0.865,2,Famous for its peaceful environment.
4337,Patagonia,-48.9173,-72.47169,Mountain,0.279,4.37,1660,Cold,0.157,4,A cold mountain known for its beautiful beaches.
4338,Bora Bora,-16.07665,-151.61338,Island,0.114,3.36,692,Hot,0.81,2,A hot island known for its rich history.
4339,Amsterdam,51.85964,4.51275,City,0.346,4.37,1667,Cold,0.581,5,A cold city known for its vibrant culture.
4340,Himalayas,28.32593,86.37377,Mountain,0.203,4.01,1075,Temperate,0.624,1,Popular destination featuring scenic trails.
4341,Colosseum,41.88921,12.47306,Historic Site,0.019,3.95,279,Cold,0.508,3,Offers a perfect getaway.
4342,Moscow,55.10482,37.66178,City,0.516,4.07,2584,Hot,0.605,3,Famous for its artistic heritage.
4343,Fiji,-18.3745,176.56189,Island,0.228,4.27,841,Hot,0.362,1,Famous for its artistic heritage.
4344,Great Wall of China,39.8521,116.34522,Historic Site,0.126,2.94,805,Temperate,0.703,4,A temperate historic site known for its rich history.
4345,Barcelona,42.2141,3.03494,City,0.131,4.08,909,Cold,0.561,4,A cold city known for its rich history.
4346,Ibiza,38.33849,1.15311,Beach,0.092,3.46,415,Hot,0.582,1,Offers a perfect getaway.
4347,Sydney,-33.94599,151.36527,City,0.274,3.24,1664,Temperate,0.624,7,A temperate city known for its vibrant culture.
4348,Phuket,7.40554,99.57901,Beach,0.123,2.8,508,Hot,0.705,2,A hot beach known for its rich history.
4349,Yosemite,37.74572,-119.16797,National Park,0.299,3.66,1525,Cold,0.832,3,Famous for its breathtaking sunsets.
4350,Grand Canyon,36.21273,-112.3162,National Park,0.098,3.8,274,Temperate,0.697,0,Famous for its adventure sports.
4351,Venice,45.15699,13.05448,City,0.222,3.56,1153,Temperate,0.55,2,Popular destination featuring historic landmarks.
4352,Maldives,3.56615,72.56636,Island,0.406,4.79,1854,Temperate,0.565,1,A temperate island known for its rich history.
